	Chr	ORF	TSS	Strand	TTS	+1 nucleosome
1400	chrVI	YFL041W	49131	+	51181	49171
1401	chrVI	YFL039C	54816	-	53162	54364
1402	chrVI	YFL038C	56010	-	55248	55983
1403	chrVI	YFL037W	56265	+	57934	56336
1404	chrVI	YFL036W	58577	+	62937	58618
1405	chrVI	YFL034C-B	64038	-	62926	63991
1406	chrVI	YFL034C-A	64974	-	64157	64937
1407	chrVI	YFL033C	74668	-	68893	74548
1408	chrVI	YFL031W	75113	+	76532	75158
1409	chrVI	YFL030W	76716	+	78116	76651
1410	chrVI	YFL029C	79183	-	77991	79121
1411	chrVI	YFL028C	80235	-	79265	80192
1412	chrVI	YFL027C	81872	-	80345	81879
1413	chrVI	YFL026W	82550	+	84140	82499
1414	chrVI	YFL025C	87311	-	84130	87277
1415	chrVI	YFL024C	90628	-	87579	90307
1416	chrVI	YFL023W	90972	+	93472	91006
1417	chrVI	YFL022C	95069	-	93397	95038
1418	chrVI	YFL021W	96103	+	97505	95864
1419	chrVI	YFL018C	103206	-	101571	103170
1420	chrVI	YFL017W-A	103656	+	103991	103708
1421	chrVI	YFL017C	104494	-	103907	104428
1422	chrVI	YFL016C	106326	-	104598	106216
1423	chrVI	YFL014W	107197	+	107770	106841
1424	chrVI	YFL013C	109963	-	107683	109941
1425	chrVI	YFL011W	112043	+	113985	112079
1426	chrVI	YFL010W-A	114742	+	115274	114247
1427	chrVI	YFL010C	115772	-	114946	115713
1428	chrVI	YFL009W	115953	+	118569	116001
1429	chrVI	YFL008W	119388	+	123209	119416
1430	chrVI	YFL007W	123358	+	129987	123383
1431	chrVI	YFL005W	130164	+	131198	130185
1432	chrVI	YFL004W	131658	+	134529	131818
1433	chrVI	YFL003C	135891	-	134474	135830
1434	chrVI	YFL002C	146958	-	144983	146892
1435	chrVI	YFL001W	147078	+	148491	147160
1436	chrVI	YFR001W	149102	+	149795	149126
1437	chrVI	YFR002W	149999	+	152628	150048
1438	chrVI	YFR003C	153179	-	152637	153113
1439	chrVI	YFR004W	153363	+	154407	153400
1440	chrVI	YFR005C	155880	-	154308	155848
1441	chrVI	YFR007W	159512	+	160457	159307
1442	chrVI	YFR008W	160531	+	161200	160539
1443	chrVI	YFR009W	162416	+	164813	162501
1444	chrVI	YFR010W	165024	+	166657	165042
1445	chrVI	YFR011C	167282	-	166603	167246
1446	chrVI	YFR013W	169875	+	172427	169894
1447	chrVI	YFR014C	174001	-	172315	173868
1448	chrVI	YFR015C	176391	-	174088	176621
1449	chrVI	YFR016C	180837	-	176991	180807
1450	chrVI	YFR019W	184495	+	191388	184522
1451	chrVI	YFR021W	194718	+	196424	194762
1452	chrVI	YFR022W	196565	+	199130	196612
1453	chrVI	YFR023W	199874	+	201709	199544
1454	chrVI	YFR024C-A	203443	-	201810	203396
1455	chrVI	YFR025C	204774	-	203656	204779
1456	chrVI	YFR026C	207241	-	205669	207192
1457	chrVI	YFR027W	207386	+	208428	207439
1458	chrVI	YFR028C	210126	-	208358	210071
1459	chrVI	YFR029W	210873	+	212973	210922
1460	chrVI	YFR030W	213197	+	216487	213233
1461	chrVI	YFR031C	220141	-	216543	220101
1462	chrVI	YFR031C-A	221478	-	220348	221365
1463	chrVI	YFR032C-A	223825	-	223162	223759
1464	chrVI	YFR033C	224875	-	224182	224804
1465	chrVI	YFR034C	225989	-	225020	225939
1466	chrVI	YFR036W	226941	+	227478	226934
1467	chrVI	YFR037C	229192	-	227395	229151
1468	chrVI	YFR038W	229394	+	232029	229432
1469	chrVI	YFR040W	233974	+	237347	234003
1470	chrVI	YFR041C	238290	-	237237	238218
1471	chrVI	YFR042W	238410	+	239152	238461
1472	chrVI	YFR043C	239854	-	239059	239793
1473	chrVI	YFR044C	241455	-	239944	241419
1474	chrVI	YFR046C	244159	-	243001	244103
1475	chrVI	YFR047C	245202	-	244202	245133
1476	chrVI	YFR048W	246080	+	248185	246157
1477	chrVI	YFR049W	248361	+	249009	248399
1478	chrVI	YFR050C	249919	-	248928	249865
1479	chrVI	YFR051C	251875	-	250090	251791
1480	chrVI	YFR052W	252465	+	253369	252517
1481	chrVII	YGL258W	10437	+	11986	10485
1482	chrVII	YGL257C	14432	-	12384	14252
1483	chrVII	YGL256W	14466	+	16484	14699
1484	chrVII	YGL255W	20933	+	22207	20724
1485	chrVII	YGL254W	22295	+	23203	22348
1486	chrVII	YGL253W	23888	+	25587	23940
1487	chrVII	YGL252C	27522	-	25627	27491
1488	chrVII	YGL250W	31869	+	32828	31933
1489	chrVII	YGL249W	33098	+	35441	33058
1490	chrVII	YGL248W	35524	+	36831	35579
1491	chrVII	YGL247W	36921	+	37623	36948
1492	chrVII	YGL246C	38820	-	37497	38770
1493	chrVII	YGL245W	39008	+	41209	39057
1494	chrVII	YGL244W	41442	+	43266	41493
1495	chrVII	YGL243W	43307	+	44555	43407
1496	chrVII	YGL241W	45439	+	48561	45473
1497	chrVII	YGL240W	48594	+	49365	48658
1498	chrVII	YGL238W	49549	+	52478	49557
1499	chrVII	YGL237C	53291	-	52537	53571
1500	chrVII	YGL236C	56108	-	53764	56111
1501	chrVII	YGL234W	56464	+	58982	56426
1502	chrVII	YGL233W	59093	+	61919	59135
1503	chrVII	YGL232W	62045	+	63074	62098
1504	chrVII	YGL231C	63640	-	62979	63575
1505	chrVII	YGL229C	67188	-	64364	67180
1506	chrVII	YGL228W	67544	+	69488	67586
1507	chrVII	YGL227W	69629	+	72758	69655
1508	chrVII	YGL226C-A	73198	-	72602	73136
1509	chrVII	YGL226W	73335	+	73771	73396
1510	chrVII	YGL225W	76853	+	78032	76872
1511	chrVII	YGL224C	78956	-	77924	78955
1512	chrVII	YGL223C	80378	-	78940	80320
1513	chrVII	YGL222C	81264	-	80509	81190
1514	chrVII	YGL221C	82311	-	81349	82252
1515	chrVII	YGL220W	82457	+	82918	82512
1516	chrVII	YGL219C	84284	-	82794	84242
1517	chrVII	YGL216W	84618	+	87352	84655
1518	chrVII	YGL215W	87509	+	89645	87554
1519	chrVII	YGL213C	91283	-	89991	91227
1520	chrVII	YGL212W	91391	+	92382	91489
1521	chrVII	YGL211W	92509	+	93721	92551
1522	chrVII	YGL210W	93752	+	94581	93804
1523	chrVII	YGL209W	95811	+	97121	95774
1524	chrVII	YGL208W	97290	+	98723	97354
1525	chrVII	YGL207W	98876	+	102212	98943
1526	chrVII	YGL206C	107576	-	102269	107560
1527	chrVII	YGL205W	108158	+	110404	107988
1528	chrVII	YGL203C	114741	-	112406	114705
1529	chrVII	YGL202W	115930	+	117654	115981
1530	chrVII	YGL201C	120959	-	117670	120908
1531	chrVII	YGL200C	123329	-	122587	123269
1532	chrVII	YGL198W	123584	+	124347	123635
1533	chrVII	YGL197W	124529	+	129448	124543
1534	chrVII	YGL196W	129818	+	131265	129814
1535	chrVII	YGL195W	131482	+	139644	131537
1536	chrVII	YGL194C	141806	-	140235	141744
1537	chrVII	YGL192W	142246	+	144048	141986
1538	chrVII	YGL191W	144705	+	145441	144755
1539	chrVII	YGL190C	147934	-	145599	147631
1540	chrVII	YGL189C	148644	-	148160	148951
1541	chrVII	YGL187C	150634	-	149419	150597
1542	chrVII	YGL186C	152801	-	150995	152796
1543	chrVII	YGL183C	157285	-	156543	157593
1544	chrVII	YGL181W	157859	+	159197	157871
1545	chrVII	YGL180W	159884	+	162758	159917
1546	chrVII	YGL179C	165170	-	163307	165125
1547	chrVII	YGL178W	167798	+	170648	167799
1548	chrVII	YGL175C	174322	-	173285	174319
1549	chrVII	YGL174W	174528	+	175564	174571
1550	chrVII	YGL173C	180445	-	175429	180408
1551	chrVII	YGL172W	180668	+	182211	180727
1552	chrVII	YGL171W	182354	+	184182	182392
1553	chrVII	YGL170C	185394	-	184153	185606
1554	chrVII	YGL169W	186000	+	187543	186003
1555	chrVII	YGL168W	187464	+	187796	187560
1556	chrVII	YGL167C	190844	-	187410	190848
1557	chrVII	YGL166W	191108	+	191958	191147
1558	chrVII	YGL164C	193311	-	191892	193296
1559	chrVII	YGL163C	196403	-	193575	196496
1560	chrVII	YGL162W	197876	+	199173	198129
1561	chrVII	YGL161C	200251	-	199059	200179
1562	chrVII	YGL160W	200453	+	202407	200471
1563	chrVII	YGL158W	207033	+	208666	207215
1564	chrVII	YGL157W	208957	+	210139	208977
1565	chrVII	YGL156W	210323	+	213835	210354
1566	chrVII	YGL155W	214029	+	215439	214002
1567	chrVII	YGL154C	216100	-	215210	216038
1568	chrVII	YGL153W	216211	+	217345	216293
1569	chrVII	YGL151W	217469	+	221047	217521
1570	chrVII	YGL150C	225793	-	220899	225696
1571	chrVII	YGL148W	226367	+	227617	226385
1572	chrVII	YGL147C	228346	-	227646	228337
1573	chrVII	YGL145W	230173	+	232479	230227
1574	chrVII	YGL144C	234528	-	232368	234497
1575	chrVII	YGL143C	235977	-	234646	235931
1576	chrVII	YGL142C	238156	-	236211	238117
1577	chrVII	YGL141W	238335	+	241181	238358
1578	chrVII	YGL139W	245402	+	248454	245440
1579	chrVII	YGL137W	249841	+	253037	249881
1580	chrVII	YGL136C	253908	-	252884	254229
1581	chrVII	YGL135W	254577	+	255387	254573
1582	chrVII	YGL134W	255545	+	257060	255576
1583	chrVII	YGL133W	257514	+	261572	257527
1584	chrVII	YGL131C	265931	-	261430	265876
1585	chrVII	YGL130W	266103	+	267614	266126
1586	chrVII	YGL129C	269122	-	267578	269098
1587	chrVII	YGL128C	270160	-	269128	270115
1588	chrVII	YGL127C	270810	-	270245	270753
1589	chrVII	YGL126W	270938	+	272393	271022
1590	chrVII	YGL125W	272520	+	274322	272519
1591	chrVII	YGL124C	276744	-	274656	276688
1592	chrVII	YGL123W	277519	+	278469	277478
1593	chrVII	YGL122C	280569	-	278806	280510
1594	chrVII	YGL121C	281283	-	280559	281285
1595	chrVII	YGL120C	283968	-	281541	283949
1596	chrVII	YGL119W	284417	+	286015	284425
1597	chrVII	YGL116W	289668	+	291739	289648
1598	chrVII	YGL115W	291912	+	293082	291952
1599	chrVII	YGL113W	295896	+	298184	295937
1600	chrVII	YGL112C	299764	-	298033	299716
1601	chrVII	YGL111W	299957	+	301513	299990
1602	chrVII	YGL110C	303418	-	301368	303394
1603	chrVII	YGL107C	306292	-	304241	306285
1604	chrVII	YGL106W	306531	+	307259	306580
1605	chrVII	YGL105W	307414	+	308667	307456
1606	chrVII	YGL104C	310189	-	308581	310150
1607	chrVII	YGL103W	310951	+	312013	310962
1608	chrVII	YGL100W	313197	+	314371	313245
1609	chrVII	YGL099W	314611	+	316595	314643
1610	chrVII	YGL098W	317292	+	318345	317333
1611	chrVII	YGL097W	321716	+	323346	321784
1612	chrVII	YGL096W	325331	+	326269	325395
1613	chrVII	YGL095C	330657	-	328840	330624
1614	chrVII	YGL094C	334660	-	330957	334605
1615	chrVII	YGL093W	334848	+	337690	334886
1616	chrVII	YGL092W	337813	+	341897	337865
1617	chrVII	YGL091C	343063	-	341964	343050
1618	chrVII	YGL090W	343287	+	344584	343319
1619	chrVII	YGL087C	346947	-	346291	346912
1620	chrVII	YGL086W	347187	+	349433	347212
1621	chrVII	YGL084C	352344	-	350528	352316
1622	chrVII	YGL083W	352990	+	355614	353029
1623	chrVII	YGL078C	361903	-	360099	361877
1624	chrVII	YGL077C	364038	-	362146	364037
1625	chrVII	YGL076C	366132	-	364226	366020
1626	chrVII	YGL075C	368283	-	366571	368234
1627	chrVII	YGL073W	368668	+	371311	368706
1628	chrVII	YGL071W	371563	+	374221	371532
1629	chrVII	YGL070C	374852	-	374204	374811
1630	chrVII	YGL068W	375040	+	375781	375098
1631	chrVII	YGL067W	376013	+	377293	376076
1632	chrVII	YGL066W	377418	+	379926	377477
1633	chrVII	YGL065C	381327	-	379706	381257
1634	chrVII	YGL064C	383215	-	381458	383172
1635	chrVII	YGL063W	383426	+	385114	383463
1636	chrVII	YGL062W	385054	+	388792	385122
1637	chrVII	YGL061C	389779	-	388869	389721
1638	chrVII	YGL060W	389935	+	392259	389993
1639	chrVII	YGL059W	392183	+	393847	392241
1640	chrVII	YGL058W	393926	+	394724	393967
1641	chrVII	YGL057C	395789	-	394813	395761
1642	chrVII	YGL056C	397728	-	395931	397665
1643	chrVII	YGL055W	398566	+	400384	398308
1644	chrVII	YGL054C	401352	-	400572	401315
1645	chrVII	YGL053W	402513	+	403622	402548
1646	chrVII	YGL050W	405742	+	406794	405781
1647	chrVII	YGL049C	409765	-	406697	409729
1648	chrVII	YGL048C	411308	-	409973	411258
1649	chrVII	YGL047W	411465	+	412191	411534
1650	chrVII	YGL045W	414013	+	415930	414095
1651	chrVII	YGL044C	417262	-	416009	417204
1652	chrVII	YGL043W	417461	+	418634	417498
1653	chrVII	YGL040C	420631	-	419301	420629
1654	chrVII	YGL039W	423849	+	425120	423460
1655	chrVII	YGL038C	426955	-	425051	426945
1656	chrVII	YGL037C	428022	-	427156	428024
1657	chrVII	YGL035C	433167	-	431417	433190
1658	chrVII	YGL032C	436887	-	436470	436931
1659	chrVII	YGL031C	437933	-	437403	438393
1660	chrVII	YGL030W	439033	+	439737	439054
1661	chrVII	YGL029W	440025	+	440610	440055
1662	chrVII	YGL028C	443065	-	440982	443324
1663	chrVII	YGL027C	446164	-	443550	446121
1664	chrVII	YGL026C	448553	-	446328	448524
1665	chrVII	YGL025C	449995	-	448679	449922
1666	chrVII	YGL023C	452142	-	450081	452090
1667	chrVII	YGL022W	452339	+	454732	452385
1668	chrVII	YGL021W	454828	+	457097	454824
1669	chrVII	YGL020C	457920	-	457084	457876
1670	chrVII	YGL019W	458080	+	459111	458117
1671	chrVII	YGL018C	459699	-	458991	459647
1672	chrVII	YGL017W	459827	+	461516	459888
1673	chrVII	YGL016W	461610	+	465189	461651
1674	chrVII	YGL014W	465747	+	468893	465764
1675	chrVII	YGL013C	472425	-	469053	472391
1676	chrVII	YGL012W	472818	+	474382	472843
1677	chrVII	YGL011C	475283	-	474362	475227
1678	chrVII	YGL009C	478727	-	476152	478672
1679	chrVII	YGL006W	485515	+	489558	485532
1680	chrVII	YGL005C	490576	-	489485	490525
1681	chrVII	YGL004C	491957	-	490659	491922
1682	chrVII	YGL003C	494277	-	492327	494201
1683	chrVII	YGL002W	494469	+	495358	494493
1684	chrVII	YGL001C	496572	-	495330	496519
1685	chrVII	YGR002C	499937	-	498193	499874
1686	chrVII	YGR003W	500130	+	502614	500164
1687	chrVII	YGR004W	502875	+	504568	502943
1688	chrVII	YGR005C	505892	-	504550	505837
1689	chrVII	YGR006W	506065	+	506825	506104
1690	chrVII	YGR007W	506938	+	508079	506995
1691	chrVII	YGR008C	508451	-	507950	508490
1692	chrVII	YGR009C	511045	-	508908	511014
1693	chrVII	YGR010W	511428	+	512992	511491
1694	chrVII	YGR012W	513130	+	514429	513177
1695	chrVII	YGR013W	514531	+	516642	514575
1696	chrVII	YGR014W	516687	+	520990	516671
1697	chrVII	YGR019W	525191	+	526736	524980
1698	chrVII	YGR020C	527393	-	526840	527347
1699	chrVII	YGR023W	529107	+	531153	529152
1700	chrVII	YGR024C	532603	-	531795	532587
1701	chrVII	YGR027C	534838	-	534069	534807
1702	chrVII	YGR028W	542178	+	543438	542261
1703	chrVII	YGR029W	543553	+	544302	543588
1704	chrVII	YGR030C	546172	-	545606	546134
1705	chrVII	YGR031C-A	547300	-	546809	547232
1706	chrVII	YGR032W	548102	+	554065	548456
1707	chrVII	YGR033C	555097	-	553993	555032
1708	chrVII	YGR034W	555785	+	556802	555775
1709	chrVII	YGR036C	559033	-	558149	558963
1710	chrVII	YGR037C	560042	-	559550	560048
1711	chrVII	YGR038W	560544	+	561511	560578
1712	chrVII	YGR040W	575145	+	576620	575405
1713	chrVII	YGR041W	577126	+	579221	576883
1714	chrVII	YGR043C	581691	-	580294	581674
1715	chrVII	YGR044C	583967	-	582725	584008
1716	chrVII	YGR046W	584765	+	586393	584830
1717	chrVII	YGR047C	589482	-	586284	589442
1718	chrVII	YGR048W	589771	+	590991	589787
1719	chrVII	YGR049W	591265	+	592146	591245
1720	chrVII	YGR054W	596522	+	598833	596556
1721	chrVII	YGR055W	599367	+	601263	599388
1722	chrVII	YGR056W	601571	+	604526	601713
1723	chrVII	YGR057C	605574	-	604439	605528
1724	chrVII	YGR058W	606105	+	607439	606170
1725	chrVII	YGR059W	607563	+	609467	607401
1726	chrVII	YGR060W	610518	+	611682	610604
1727	chrVII	YGR061C	616002	-	611817	616069
1728	chrVII	YGR062C	617286	-	616251	617230
1729	chrVII	YGR063C	617831	-	617395	617802
1730	chrVII	YGR065C	619984	-	617978	619926
1731	chrVII	YGR068C	627157	-	625324	627067
1732	chrVII	YGR070W	627766	+	631289	627729
1733	chrVII	YGR072W	634264	+	635590	634312
1734	chrVII	YGR074W	635679	+	636452	635738
1735	chrVII	YGR075C	636915	-	636147	636868
1736	chrVII	YGR076C	637628	-	636975	637564
1737	chrVII	YGR077C	639521	-	637670	639496
1738	chrVII	YGR078C	640402	-	639697	640373
1739	chrVII	YGR080W	641980	+	643138	642021
1740	chrVII	YGR081C	643809	-	643036	643767
1741	chrVII	YGR082W	643997	+	644743	644048
1742	chrVII	YGR083C	646890	-	644744	646829
1743	chrVII	YGR084C	648089	-	647054	648040
1744	chrVII	YGR085C	648930	-	648296	648934
1745	chrVII	YGR086C	650725	-	649254	650657
1746	chrVII	YGR087C	653275	-	651290	653166
1747	chrVII	YGR088W	654714	+	656403	654418
1748	chrVII	YGR089W	656680	+	659896	656725
1749	chrVII	YGR090W	662081	+	666167	662127
1750	chrVII	YGR091W	666271	+	667874	666316
1751	chrVII	YGR092W	668127	+	670064	668113
1752	chrVII	YGR094W	672222	+	675581	672209
1753	chrVII	YGR095C	676384	-	675626	676340
1754	chrVII	YGR096W	676549	+	677636	676619
1755	chrVII	YGR097W	678466	+	682284	678665
1756	chrVII	YGR098C	687708	-	682398	687644
1757	chrVII	YGR099W	687834	+	690028	687901
1758	chrVII	YGR100W	690105	+	693226	690207
1759	chrVII	YGR101W	693341	+	694523	693370
1760	chrVII	YGR102C	695141	-	694410	695114
1761	chrVII	YGR103W	695366	+	697374	695419
1762	chrVII	YGR104C	698436	-	697368	698365
1763	chrVII	YGR105W	698550	+	699004	698604
1764	chrVII	YGR106C	699843	-	698885	699794
1765	chrVII	YGR108W	703418	+	705215	703161
1766	chrVII	YGR109C	706580	-	705247	706733
1767	chrVII	YGR110W	713709	+	715046	713700
1768	chrVII	YGR112W	717300	+	718689	717339
1769	chrVII	YGR113W	718841	+	720242	718869
1770	chrVII	YGR116W	720358	+	724862	720371
1771	chrVII	YGR118W	726951	+	727903	726972
1772	chrVII	YGR119C	729780	-	727965	729705
1773	chrVII	YGR120C	730854	-	729867	730800
1774	chrVII	YGR121C	733183	-	731309	732969
1775	chrVII	YGR122W	733792	+	735514	733969
1776	chrVII	YGR123C	738269	-	736514	738196
1777	chrVII	YGR124W	739915	+	741774	739964
1778	chrVII	YGR128C	750117	-	747868	750095
1779	chrVII	YGR129W	750351	+	751300	750412
1780	chrVII	YGR130C	753977	-	751219	753917
1781	chrVII	YGR131W	754605	+	755350	754616
1782	chrVII	YGR132C	756503	-	755345	756453
1783	chrVII	YGR133W	756926	+	757630	756952
1784	chrVII	YGR134W	757613	+	761278	757655
1785	chrVII	YGR135W	761314	+	762247	761381
1786	chrVII	YGR136W	762411	+	763402	762449
1787	chrVII	YGR138C	765886	-	763676	766069
1788	chrVII	YGR140W	767484	+	770376	767514
1789	chrVII	YGR141W	770549	+	772068	770569
1790	chrVII	YGR142W	772395	+	773781	772338
1791	chrVII	YGR143W	774725	+	777881	774688
1792	chrVII	YGR144W	780142	+	781461	780219
1793	chrVII	YGR145W	781712	+	783929	781774
1794	chrVII	YGR146C	785155	-	784018	785468
1795	chrVII	YGR147C	786983	-	785936	786944
1796	chrVII	YGR148C	787786	-	787227	788140
1797	chrVII	YGR150C	793094	-	790360	793027
1798	chrVII	YGR152C	795657	-	794620	795609
1799	chrVII	YGR154C	798178	-	796613	798213
1800	chrVII	YGR155W	798507	+	800204	798506
1801	chrVII	YGR156W	800412	+	801876	800427
1802	chrVII	YGR157W	802187	+	805157	802228
1803	chrVII	YGR158C	806085	-	805093	806050
1804	chrVII	YGR159C	807700	-	806262	807727
1805	chrVII	YGR162W	824023	+	827028	824002
1806	chrVII	YGR163W	827495	+	828638	827543
1807	chrVII	YGR165W	829061	+	830314	829130
1808	chrVII	YGR166W	830435	+	832255	830490
1809	chrVII	YGR167W	832402	+	833340	832422
1810	chrVII	YGR169C	835929	-	834597	835862
1811	chrVII	YGR170W	837086	+	840833	837125
1812	chrVII	YGR171C	842574	-	840710	842521
1813	chrVII	YGR172C	843616	-	842722	843571
1814	chrVII	YGR173W	843803	+	844996	843844
1815	chrVII	YGR174C	846353	-	845765	846308
1816	chrVII	YGR175C	848521	-	846754	848396
1817	chrVII	YGR177C	850499	-	848613	850515
1818	chrVII	YGR178C	853443	-	850928	853388
1819	chrVII	YGR179C	854937	-	853601	854911
1820	chrVII	YGR180C	856510	-	855141	856268
1821	chrVII	YGR181W	858212	+	858785	858269
1822	chrVII	YGR183C	859546	-	858705	859500
1823	chrVII	YGR184C	866127	-	859819	866130
1824	chrVII	YGR185C	867552	-	866242	867498
1825	chrVII	YGR186W	867764	+	870116	867796
1826	chrVII	YGR187C	871501	-	870113	871421
1827	chrVII	YGR188C	875162	-	871900	875115
1828	chrVII	YGR189C	878270	-	876550	878430
1829	chrVII	YGR191W	880219	+	882453	880245
1830	chrVII	YGR192C	883849	-	882706	883682
1831	chrVII	YGR193C	885830	-	884389	885776
1832	chrVII	YGR194C	887856	-	885920	887794
1833	chrVII	YGR195W	888776	+	889699	888804
1834	chrVII	YGR196C	892245	-	889626	892200
1835	chrVII	YGR197C	894346	-	892431	894288
1836	chrVII	YGR198W	894656	+	897242	894692
1837	chrVII	YGR199W	897474	+	899861	897510
1838	chrVII	YGR200C	902329	-	899878	902284
1839	chrVII	YGR202C	904748	-	903346	904896
1840	chrVII	YGR203W	905226	+	905872	905310
1841	chrVII	YGR204W	905895	+	908824	905932
1842	chrVII	YGR205W	909083	+	910212	909131
1843	chrVII	YGR206W	910408	+	910824	910485
1844	chrVII	YGR207C	911658	-	910733	911606
1845	chrVII	YGR208W	911863	+	912851	911885
1846	chrVII	YGR209C	913280	-	912830	913268
1847	chrVII	YGR211W	915139	+	916900	915181
1848	chrVII	YGR212W	917036	+	918625	917090
1849	chrVII	YGR213C	919860	-	918512	919614
1850	chrVII	YGR214W	920556	+	921862	920573
1851	chrVII	YGR215W	922124	+	922599	922159
1852	chrVII	YGR216C	924509	-	922595	924443
1853	chrVII	YGR217W	924655	+	930876	924716
1854	chrVII	YGR218W	932242	+	936000	932288
1855	chrVII	YGR220C	936889	-	936001	936834
1856	chrVII	YGR221C	938992	-	937048	939108
1857	chrVII	YGR222W	939923	+	940896	939951
1858	chrVII	YGR223C	942274	-	940796	942214
1859	chrVII	YGR224W	942806	+	944647	942710
1860	chrVII	YGR225W	945038	+	947019	945085
1861	chrVII	YGR227W	947352	+	949161	947395
1862	chrVII	YGR229C	951175	-	949179	951173
1863	chrVII	YGR230W	952032	+	952473	952027
1864	chrVII	YGR231C	953528	-	952321	953490
1865	chrVII	YGR232W	953938	+	954706	953980
1866	chrVII	YGR233C	958399	-	954611	958442
1867	chrVII	YGR234W	959884	+	961371	960014
1868	chrVII	YGR236C	962817	-	962530	963018
1869	chrVII	YGR238C	968687	-	965955	968608
1870	chrVII	YGR239C	970129	-	969088	970108
1871	chrVII	YGR240C	973981	-	970534	973915
1872	chrVII	YGR241C	976748	-	974803	976685
1873	chrVII	YGR244C	979427	-	977924	979375
1874	chrVII	YGR245C	982155	-	979627	982105
1875	chrVII	YGR246C	984301	-	982320	984233
1876	chrVII	YGR247W	984835	+	985742	984876
1877	chrVII	YGR248W	985972	+	986836	985886
1878	chrVII	YGR249W	987782	+	989419	987834
1879	chrVII	YGR250C	993772	-	991065	994071
1880	chrVII	YGR251W	995611	+	996572	995640
1881	chrVII	YGR252W	996797	+	998387	996856
1882	chrVII	YGR253C	999187	-	998301	999105
1883	chrVII	YGR254W	1000890	+	1002388	1000710
1884	chrVII	YGR255C	1004045	-	1002468	1003999
1885	chrVII	YGR256W	1004566	+	1006368	1004482
1886	chrVII	YGR257C	1007409	-	1006128	1007376
1887	chrVII	YGR258C	1010794	-	1007613	1010764
1888	chrVII	YGR260W	1012491	+	1014214	1012542
1889	chrVII	YGR261C	1016786	-	1014208	1016742
1890	chrVII	YGR262C	1017788	-	1016882	1017739
1891	chrVII	YGR263C	1019302	-	1017886	1019201
1892	chrVII	YGR264C	1021904	-	1019397	1021853
1893	chrVII	YGR266W	1022592	+	1025005	1022657
1894	chrVII	YGR267C	1025910	-	1024937	1025857
1895	chrVII	YGR268C	1026679	-	1025860	1026631
1896	chrVII	YGR270W	1026903	+	1031580	1027291
1897	chrVII	YGR271W	1031768	+	1037835	1031805
1898	chrVII	YGR271C-A	1038551	-	1037707	1038501
1899	chrVII	YGR274C	1043116	-	1039809	1043059
1900	chrVII	YGR275W	1043262	+	1043833	1043311
1901	chrVII	YGR276C	1045494	-	1043743	1045446
1902	chrVII	YGR277C	1046566	-	1045606	1046527
1903	chrVII	YGR278W	1046721	+	1048573	1046760
1904	chrVII	YGR279C	1050053	-	1048559	1050051
1905	chrVII	YGR280C	1051759	-	1050696	1051702
1906	chrVII	YGR281W	1052643	+	1057441	1052596
1907	chrVII	YGR282C	1058748	-	1057520	1058672
1908	chrVII	YGR283C	1060067	-	1058911	1060025
1909	chrVII	YGR284C	1061639	-	1060473	1061598
1910	chrVII	YGR285C	1063185	-	1061786	1063123
1911	chrVII	YGR286C	1065050	-	1063653	1065131
1912	chrVII	YGR287C	1069126	-	1067113	1069161
1913	chrVII	YGR288W	1070301	+	1071714	1070276
1914	chrVII	YGR289C	1075813	-	1073806	1076102
1915	chrVII	YGR292W	1076394	+	1078353	1076432
1916	chrVII	YGR295C	1082736	-	1081503	1082660
1917	chrVII	YGR296W	1084795	+	1090668	1084853
1918	chrVIII	YHL048W	6391	+	7650	6471
1919	chrVIII	YHL046C	12285	-	11923	12504
1920	chrVIII	YHL043W	14901	+	15413	14982
1921	chrVIII	YHL040C	21009	-	18836	21117
1922	chrVIII	YHL039W	21731	+	23608	21772
1923	chrVIII	YHL038C	25544	-	23488	25495
1924	chrVIII	YHL036W	26211	+	27955	26194
1925	chrVIII	YHL035C	32854	-	27873	32783
1926	chrVIII	YHL034C	34196	-	33041	34135
1927	chrVIII	YHL033C	36045	-	35197	36004
1928	chrVIII	YHL032C	38587	-	36324	38530
1929	chrVIII	YHL031C	39497	-	38755	39462
1930	chrVIII	YHL030W	40028	+	45743	40090
1931	chrVIII	YHL028W	48241	+	50660	48653
1932	chrVIII	YHL027W	51013	+	53199	51042
1933	chrVIII	YHL025W	54792	+	55952	54860
1934	chrVIII	YHL024W	56482	+	59097	56396
1935	chrVIII	YHL023C	62599	-	59070	62550
1936	chrVIII	YHL022C	64157	-	62867	64194
1937	chrVIII	YHL021C	65919	-	64378	65923
1938	chrVIII	YHL020C	67540	-	66126	67494
1939	chrVIII	YHL019C	69583	-	67627	69507
1940	chrVIII	YHL016C	74244	-	71923	74483
1941	chrVIII	YHL015W	75382	+	76071	75423
1942	chrVIII	YHL014C	77325	-	76050	77276
1943	chrVIII	YHL013C	78344	-	77315	78330
1944	chrVIII	YHL011C	81716	-	80522	81707
1945	chrVIII	YHL010C	83771	-	81692	83726
1946	chrVIII	YHL009C	85184	-	83825	85145
1947	chrVIII	YHL007C	98074	-	94977	98042
1948	chrVIII	YHL006C	98858	-	98033	98843
1949	chrVIII	YHL004W	99139	+	100498	99168
1950	chrVIII	YHL003C	102017	-	100392	101950
1951	chrVIII	YHL002W	102593	+	104029	102625
