	Chr	ORF	TSS	Strand	TTS	+2 nucleosome
1394	chrVI	YFL050C	36621	-	32987	36409
1395	chrVI	YFL049W	36799	+	38821	36993
1396	chrVI	YFL048C	40213	-	38732	40008
1397	chrVI	YFL047W	40413	+	42629	40609
1398	chrVI	YFL045C	44478	-	43497	44281
1399	chrVI	YFL044C	45579	-	44380	45359
1400	chrVI	YFL041W	49131	+	51181	49336
1401	chrVI	YFL039C	54816	-	53162	54191
1402	chrVI	YFL038C	56010	-	55248	55810
1403	chrVI	YFL037W	56265	+	57934	56513
1404	chrVI	YFL036W	58577	+	62937	58788
1405	chrVI	YFL034C-B	64038	-	62926	63818
1406	chrVI	YFL034C-A	64974	-	64157	64752
1407	chrVI	YFL033C	74668	-	68893	74397
1408	chrVI	YFL031W	75113	+	76532	75303
1409	chrVI	YFL030W	76716	+	78116	76834
1410	chrVI	YFL029C	79183	-	77991	78960
1411	chrVI	YFL028C	80235	-	79265	80029
1412	chrVI	YFL027C	81872	-	80345	81704
1413	chrVI	YFL026W	82550	+	84140	82686
1414	chrVI	YFL025C	87311	-	84130	87114
1415	chrVI	YFL024C	90628	-	87579	90127
1416	chrVI	YFL023W	90972	+	93472	91163
1417	chrVI	YFL022C	95069	-	93397	94864
1418	chrVI	YFL021W	96103	+	97505	96016
1419	chrVI	YFL018C	103206	-	101571	102986
1420	chrVI	YFL017W-A	103656	+	103991	103893
1421	chrVI	YFL017C	104494	-	103907	104275
1422	chrVI	YFL016C	106326	-	104598	106059
1423	chrVI	YFL014W	107197	+	107770	107001
1424	chrVI	YFL013C	109963	-	107683	109751
1425	chrVI	YFL011W	112043	+	113985	112226
1426	chrVI	YFL010W-A	114742	+	115274	114406
1427	chrVI	YFL010C	115772	-	114946	115550
1428	chrVI	YFL009W	115953	+	118569	116168
1429	chrVI	YFL008W	119388	+	123209	119578
1430	chrVI	YFL007W	123358	+	129987	123553
1431	chrVI	YFL005W	130164	+	131198	130362
1432	chrVI	YFL004W	131658	+	134529	131983
1433	chrVI	YFL003C	135891	-	134474	135644
1434	chrVI	YFL002C	146958	-	144983	146719
1435	chrVI	YFL001W	147078	+	148491	147344
1436	chrVI	YFR001W	149102	+	149795	149273
1437	chrVI	YFR002W	149999	+	152628	150228
1438	chrVI	YFR003C	153179	-	152637	152962
1439	chrVI	YFR004W	153363	+	154407	153574
1440	chrVI	YFR005C	155880	-	154308	155675
1441	chrVI	YFR007W	159512	+	160457	159466
1442	chrVI	YFR008W	160531	+	161200	160713
1443	chrVI	YFR009W	162416	+	164813	162660
1444	chrVI	YFR010W	165024	+	166657	165211
1445	chrVI	YFR011C	167282	-	166603	167075
1446	chrVI	YFR013W	169875	+	172427	170070
1447	chrVI	YFR014C	174001	-	172315	173715
1448	chrVI	YFR015C	176391	-	174088	176462
1449	chrVI	YFR016C	180837	-	176991	180636
1450	chrVI	YFR019W	184495	+	191388	184694
1451	chrVI	YFR021W	194718	+	196424	194936
1452	chrVI	YFR022W	196565	+	199130	196765
1453	chrVI	YFR023W	199874	+	201709	199725
1454	chrVI	YFR024C-A	203443	-	201810	203239
1455	chrVI	YFR025C	204774	-	203656	204600
1456	chrVI	YFR026C	207241	-	205669	207028
1457	chrVI	YFR027W	207386	+	208428	207618
1458	chrVI	YFR028C	210126	-	208358	209883
1459	chrVI	YFR029W	210873	+	212973	211095
1460	chrVI	YFR030W	213197	+	216487	213388
1461	chrVI	YFR031C	220141	-	216543	219928
1462	chrVI	YFR031C-A	221478	-	220348	221196
1463	chrVI	YFR032C-A	223825	-	223162	223603
1464	chrVI	YFR033C	224875	-	224182	224626
1465	chrVI	YFR034C	225989	-	225020	225774
1466	chrVI	YFR036W	226941	+	227478	227098
1467	chrVI	YFR037C	229192	-	227395	228986
1468	chrVI	YFR038W	229394	+	232029	229609
1469	chrVI	YFR040W	233974	+	237347	234175
1470	chrVI	YFR041C	238290	-	237237	238052
1471	chrVI	YFR042W	238410	+	239152	238620
1472	chrVI	YFR043C	239854	-	239059	239641
1473	chrVI	YFR044C	241455	-	239944	241243
1474	chrVI	YFR046C	244159	-	243001	243934
1475	chrVI	YFR047C	245202	-	244202	244972
1476	chrVI	YFR048W	246080	+	248185	246306
1477	chrVI	YFR049W	248361	+	249009	248558
1478	chrVI	YFR050C	249919	-	248928	249706
1479	chrVI	YFR051C	251875	-	250090	251621
1480	chrVI	YFR052W	252465	+	253369	252681
1481	chrVII	YGL258W	10437	+	11986	10656
1482	chrVII	YGL257C	14432	-	12384	14070
1483	chrVII	YGL256W	14466	+	16484	14846
1484	chrVII	YGL255W	20933	+	22207	20878
1485	chrVII	YGL254W	22295	+	23203	22514
1486	chrVII	YGL253W	23888	+	25587	24107
1487	chrVII	YGL252C	27522	-	25627	27325
1488	chrVII	YGL250W	31869	+	32828	32076
1489	chrVII	YGL249W	33098	+	35441	33236
1490	chrVII	YGL248W	35524	+	36831	35745
1491	chrVII	YGL247W	36921	+	37623	37129
1492	chrVII	YGL246C	38820	-	37497	38609
1493	chrVII	YGL245W	39008	+	41209	39210
1494	chrVII	YGL244W	41442	+	43266	41645
1495	chrVII	YGL243W	43307	+	44555	43560
1496	chrVII	YGL241W	45439	+	48561	45623
1497	chrVII	YGL240W	48594	+	49365	48821
1498	chrVII	YGL238W	49549	+	52478	49745
1499	chrVII	YGL237C	53291	-	52537	53409
1500	chrVII	YGL236C	56108	-	53764	55960
1501	chrVII	YGL234W	56464	+	58982	56595
1502	chrVII	YGL233W	59093	+	61919	59296
1503	chrVII	YGL232W	62045	+	63074	62254
1504	chrVII	YGL231C	63640	-	62979	63412
1505	chrVII	YGL229C	67188	-	64364	67019
1506	chrVII	YGL228W	67544	+	69488	67727
1507	chrVII	YGL227W	69629	+	72758	69819
1508	chrVII	YGL226C-A	73198	-	72602	72986
1509	chrVII	YGL226W	73335	+	73771	73566
1510	chrVII	YGL225W	76853	+	78032	77048
1511	chrVII	YGL224C	78956	-	77924	78772
1512	chrVII	YGL223C	80378	-	78940	80178
1513	chrVII	YGL222C	81264	-	80509	81026
1514	chrVII	YGL221C	82311	-	81349	82087
1515	chrVII	YGL220W	82457	+	82918	82673
1516	chrVII	YGL219C	84284	-	82794	84077
1517	chrVII	YGL216W	84618	+	87352	84844
1518	chrVII	YGL215W	87509	+	89645	87712
1519	chrVII	YGL213C	91283	-	89991	91053
1520	chrVII	YGL212W	91391	+	92382	91652
1521	chrVII	YGL211W	92509	+	93721	92730
1522	chrVII	YGL210W	93752	+	94581	93972
1523	chrVII	YGL209W	95811	+	97121	95949
1524	chrVII	YGL208W	97290	+	98723	97523
1525	chrVII	YGL207W	98876	+	102212	99101
1526	chrVII	YGL206C	107576	-	102269	107370
1527	chrVII	YGL205W	108158	+	110404	108170
1528	chrVII	YGL203C	114741	-	112406	114538
1529	chrVII	YGL202W	115930	+	117654	116167
1530	chrVII	YGL201C	120959	-	117670	120751
1531	chrVII	YGL200C	123329	-	122587	123115
1532	chrVII	YGL198W	123584	+	124347	123800
1533	chrVII	YGL197W	124529	+	129448	124711
1534	chrVII	YGL196W	129818	+	131265	129977
1535	chrVII	YGL195W	131482	+	139644	131719
1536	chrVII	YGL194C	141806	-	140235	141562
1537	chrVII	YGL192W	142246	+	144048	142128
1538	chrVII	YGL191W	144705	+	145441	144926
1539	chrVII	YGL190C	147934	-	145599	147464
1540	chrVII	YGL189C	148644	-	148160	148805
1541	chrVII	YGL187C	150634	-	149419	150444
1542	chrVII	YGL186C	152801	-	150995	152646
1543	chrVII	YGL183C	157285	-	156543	157407
1544	chrVII	YGL181W	157859	+	159197	158045
1545	chrVII	YGL180W	159884	+	162758	160093
1546	chrVII	YGL179C	165170	-	163307	164951
1547	chrVII	YGL178W	167798	+	170648	167988
1548	chrVII	YGL175C	174322	-	173285	174165
1549	chrVII	YGL174W	174528	+	175564	174733
1550	chrVII	YGL173C	180445	-	175429	180225
1551	chrVII	YGL172W	180668	+	182211	180914
1552	chrVII	YGL171W	182354	+	184182	182575
1553	chrVII	YGL170C	185394	-	184153	185421
1554	chrVII	YGL169W	186000	+	187543	186176
1555	chrVII	YGL168W	187464	+	187796	187703
1556	chrVII	YGL167C	190844	-	187410	190683
1557	chrVII	YGL166W	191108	+	191958	191327
1558	chrVII	YGL164C	193311	-	191892	193113
1559	chrVII	YGL163C	196403	-	193575	196324
1560	chrVII	YGL162W	197876	+	199173	198301
1561	chrVII	YGL161C	200251	-	199059	200024
1562	chrVII	YGL160W	200453	+	202407	200625
1563	chrVII	YGL158W	207033	+	208666	207382
1564	chrVII	YGL157W	208957	+	210139	209138
1565	chrVII	YGL156W	210323	+	213835	210537
1566	chrVII	YGL155W	214029	+	215439	214174
1567	chrVII	YGL154C	216100	-	215210	215866
1568	chrVII	YGL153W	216211	+	217345	216456
1569	chrVII	YGL151W	217469	+	221047	217687
1570	chrVII	YGL150C	225793	-	220899	225540
1571	chrVII	YGL148W	226367	+	227617	226547
1572	chrVII	YGL147C	228346	-	227646	228182
1573	chrVII	YGL145W	230173	+	232479	230387
1574	chrVII	YGL144C	234528	-	232368	234331
1575	chrVII	YGL143C	235977	-	234646	235743
1576	chrVII	YGL142C	238156	-	236211	237943
1577	chrVII	YGL141W	238335	+	241181	238520
1578	chrVII	YGL139W	245402	+	248454	245583
1579	chrVII	YGL137W	249841	+	253037	250040
1580	chrVII	YGL136C	253908	-	252884	254086
1581	chrVII	YGL135W	254577	+	255387	254752
1582	chrVII	YGL134W	255545	+	257060	255748
1583	chrVII	YGL133W	257514	+	261572	257685
1584	chrVII	YGL131C	265931	-	261430	265706
1585	chrVII	YGL130W	266103	+	267614	266310
1586	chrVII	YGL129C	269122	-	267578	268917
1587	chrVII	YGL128C	270160	-	269128	269942
1588	chrVII	YGL127C	270810	-	270245	270597
1589	chrVII	YGL126W	270938	+	272393	271191
1590	chrVII	YGL125W	272520	+	274322	272680
1591	chrVII	YGL124C	276744	-	274656	276543
1592	chrVII	YGL123W	277519	+	278469	277655
1593	chrVII	YGL122C	280569	-	278806	280332
1594	chrVII	YGL121C	281283	-	280559	281134
1595	chrVII	YGL120C	283968	-	281541	283780
1596	chrVII	YGL119W	284417	+	286015	284596
1597	chrVII	YGL116W	289668	+	291739	289809
1598	chrVII	YGL115W	291912	+	293082	292125
1599	chrVII	YGL113W	295896	+	298184	296085
1600	chrVII	YGL112C	299764	-	298033	299545
1601	chrVII	YGL111W	299957	+	301513	300172
1602	chrVII	YGL110C	303418	-	301368	303241
1603	chrVII	YGL107C	306292	-	304241	306114
1604	chrVII	YGL106W	306531	+	307259	306756
1605	chrVII	YGL105W	307414	+	308667	307622
1606	chrVII	YGL104C	310189	-	308581	309981
1607	chrVII	YGL103W	310951	+	312013	311133
1608	chrVII	YGL100W	313197	+	314371	313396
1609	chrVII	YGL099W	314611	+	316595	314815
1610	chrVII	YGL098W	317292	+	318345	317503
1611	chrVII	YGL097W	321716	+	323346	321949
1612	chrVII	YGL096W	325331	+	326269	325566
1613	chrVII	YGL095C	330657	-	328840	330446
1614	chrVII	YGL094C	334660	-	330957	334428
1615	chrVII	YGL093W	334848	+	337690	335039
1616	chrVII	YGL092W	337813	+	341897	338036
1617	chrVII	YGL091C	343063	-	341964	342877
1618	chrVII	YGL090W	343287	+	344584	343489
1619	chrVII	YGL087C	346947	-	346291	346738
1620	chrVII	YGL086W	347187	+	349433	347378
1621	chrVII	YGL084C	352344	-	350528	352154
1622	chrVII	YGL083W	352990	+	355614	353210
1623	chrVII	YGL078C	361903	-	360099	361706
1624	chrVII	YGL077C	364038	-	362146	363856
1625	chrVII	YGL076C	366132	-	364226	365835
1626	chrVII	YGL075C	368283	-	366571	368045
1627	chrVII	YGL073W	368668	+	371311	368888
1628	chrVII	YGL071W	371563	+	374221	371714
1629	chrVII	YGL070C	374852	-	374204	374650
1630	chrVII	YGL068W	375040	+	375781	375258
1631	chrVII	YGL067W	376013	+	377293	376234
1632	chrVII	YGL066W	377418	+	379926	377650
1633	chrVII	YGL065C	381327	-	379706	381099
1634	chrVII	YGL064C	383215	-	381458	383004
1635	chrVII	YGL063W	383426	+	385114	383625
1636	chrVII	YGL062W	385054	+	388792	385293
1637	chrVII	YGL061C	389779	-	388869	389559
1638	chrVII	YGL060W	389935	+	392259	390149
1639	chrVII	YGL059W	392183	+	393847	392398
1640	chrVII	YGL058W	393926	+	394724	394128
1641	chrVII	YGL057C	395789	-	394813	395589
1642	chrVII	YGL056C	397728	-	395931	397487
1643	chrVII	YGL055W	398566	+	400384	398454
1644	chrVII	YGL054C	401352	-	400572	401125
1645	chrVII	YGL053W	402513	+	403622	402703
1646	chrVII	YGL050W	405742	+	406794	405945
1647	chrVII	YGL049C	409765	-	406697	409556
1648	chrVII	YGL048C	411308	-	409973	411094
1649	chrVII	YGL047W	411465	+	412191	411677
1650	chrVII	YGL045W	414013	+	415930	414276
1651	chrVII	YGL044C	417262	-	416009	417044
1652	chrVII	YGL043W	417461	+	418634	417685
1653	chrVII	YGL040C	420631	-	419301	420445
1654	chrVII	YGL039W	423849	+	425120	423614
1655	chrVII	YGL038C	426955	-	425051	426769
1656	chrVII	YGL037C	428022	-	427156	427841
1657	chrVII	YGL035C	433167	-	431417	433023
1658	chrVII	YGL032C	436887	-	436470	436788
1659	chrVII	YGL031C	437933	-	437403	438215
1660	chrVII	YGL030W	439033	+	439737	439218
1661	chrVII	YGL029W	440025	+	440610	440228
1662	chrVII	YGL028C	443065	-	440982	443162
1663	chrVII	YGL027C	446164	-	443550	445948
1664	chrVII	YGL026C	448553	-	446328	448350
1665	chrVII	YGL025C	449995	-	448679	449768
1666	chrVII	YGL023C	452142	-	450081	451906
1667	chrVII	YGL022W	452339	+	454732	452553
1668	chrVII	YGL021W	454828	+	457097	455006
1669	chrVII	YGL020C	457920	-	457084	457704
1670	chrVII	YGL019W	458080	+	459111	458291
1671	chrVII	YGL018C	459699	-	458991	459471
1672	chrVII	YGL017W	459827	+	461516	460061
1673	chrVII	YGL016W	461610	+	465189	461810
1674	chrVII	YGL014W	465747	+	468893	465936
1675	chrVII	YGL013C	472425	-	469053	472211
1676	chrVII	YGL012W	472818	+	474382	473004
1677	chrVII	YGL011C	475283	-	474362	475054
1678	chrVII	YGL009C	478727	-	476152	478511
1679	chrVII	YGL006W	485515	+	489558	485722
1680	chrVII	YGL005C	490576	-	489485	490359
1681	chrVII	YGL004C	491957	-	490659	491738
1682	chrVII	YGL003C	494277	-	492327	494045
1683	chrVII	YGL002W	494469	+	495358	494671
1684	chrVII	YGL001C	496572	-	495330	496361
1685	chrVII	YGR002C	499937	-	498193	499690
1686	chrVII	YGR003W	500130	+	502614	500347
1687	chrVII	YGR004W	502875	+	504568	503102
1688	chrVII	YGR005C	505892	-	504550	505660
1689	chrVII	YGR006W	506065	+	506825	506264
1690	chrVII	YGR007W	506938	+	508079	507179
1691	chrVII	YGR008C	508451	-	507950	508348
1692	chrVII	YGR009C	511045	-	508908	510849
1693	chrVII	YGR010W	511428	+	512992	511657
1694	chrVII	YGR012W	513130	+	514429	513347
1695	chrVII	YGR013W	514531	+	516642	514741
1696	chrVII	YGR014W	516687	+	520990	516859
1697	chrVII	YGR019W	525191	+	526736	525169
1698	chrVII	YGR020C	527393	-	526840	527182
1699	chrVII	YGR023W	529107	+	531153	529315
1700	chrVII	YGR024C	532603	-	531795	532434
1701	chrVII	YGR027C	534838	-	534069	534635
1702	chrVII	YGR028W	542178	+	543438	542423
1703	chrVII	YGR029W	543553	+	544302	543761
1704	chrVII	YGR030C	546172	-	545606	545955
1705	chrVII	YGR031C-A	547300	-	546809	547064
1706	chrVII	YGR032W	548102	+	554065	548609
1707	chrVII	YGR033C	555097	-	553993	554861
1708	chrVII	YGR034W	555785	+	556802	555959
1709	chrVII	YGR036C	559033	-	558149	558805
1710	chrVII	YGR037C	560042	-	559550	559878
1711	chrVII	YGR038W	560544	+	561511	560746
1712	chrVII	YGR040W	575145	+	576620	575579
1713	chrVII	YGR041W	577126	+	579221	577065
1714	chrVII	YGR043C	581691	-	580294	581532
1715	chrVII	YGR044C	583967	-	582725	583846
1716	chrVII	YGR046W	584765	+	586393	584988
1717	chrVII	YGR047C	589482	-	586284	589267
1718	chrVII	YGR048W	589771	+	590991	589955
1719	chrVII	YGR049W	591265	+	592146	591413
1720	chrVII	YGR054W	596522	+	598833	596729
1721	chrVII	YGR055W	599367	+	601263	599541
1722	chrVII	YGR056W	601571	+	604526	601855
1723	chrVII	YGR057C	605574	-	604439	605355
1724	chrVII	YGR058W	606105	+	607439	606341
1725	chrVII	YGR059W	607563	+	609467	607591
1726	chrVII	YGR060W	610518	+	611682	610761
1727	chrVII	YGR061C	616002	-	611817	615901
1728	chrVII	YGR062C	617286	-	616251	617083
1729	chrVII	YGR063C	617831	-	617395	617633
1730	chrVII	YGR065C	619984	-	617978	619750
1731	chrVII	YGR068C	627157	-	625324	626911
1732	chrVII	YGR070W	627766	+	631289	627909
1733	chrVII	YGR072W	634264	+	635590	634483
1734	chrVII	YGR074W	635679	+	636452	635912
1735	chrVII	YGR075C	636915	-	636147	636691
1736	chrVII	YGR076C	637628	-	636975	637411
1737	chrVII	YGR077C	639521	-	637670	639325
1738	chrVII	YGR078C	640402	-	639697	640231
1739	chrVII	YGR080W	641980	+	643138	642189
1740	chrVII	YGR081C	643809	-	643036	643585
1741	chrVII	YGR082W	643997	+	644743	644212
1742	chrVII	YGR083C	646890	-	644744	646642
1743	chrVII	YGR084C	648089	-	647054	647870
1744	chrVII	YGR085C	648930	-	648296	648781
1745	chrVII	YGR086C	650725	-	649254	650513
1746	chrVII	YGR087C	653275	-	651290	652995
1747	chrVII	YGR088W	654714	+	656403	654565
1748	chrVII	YGR089W	656680	+	659896	656910
1749	chrVII	YGR090W	662081	+	666167	662305
1750	chrVII	YGR091W	666271	+	667874	666490
1751	chrVII	YGR092W	668127	+	670064	668274
1752	chrVII	YGR094W	672222	+	675581	672356
1753	chrVII	YGR095C	676384	-	675626	676170
1754	chrVII	YGR096W	676549	+	677636	676802
1755	chrVII	YGR097W	678466	+	682284	678847
1756	chrVII	YGR098C	687708	-	682398	687468
1757	chrVII	YGR099W	687834	+	690028	688050
1758	chrVII	YGR100W	690105	+	693226	690377
1759	chrVII	YGR101W	693341	+	694523	693522
1760	chrVII	YGR102C	695141	-	694410	694942
1761	chrVII	YGR103W	695366	+	697374	695588
1762	chrVII	YGR104C	698436	-	697368	698202
1763	chrVII	YGR105W	698550	+	699004	698788
1764	chrVII	YGR106C	699843	-	698885	699627
1765	chrVII	YGR108W	703418	+	705215	703348
1766	chrVII	YGR109C	706580	-	705247	706574
1767	chrVII	YGR110W	713709	+	715046	713874
1768	chrVII	YGR112W	717300	+	718689	717495
1769	chrVII	YGR113W	718841	+	720242	719042
1770	chrVII	YGR116W	720358	+	724862	720545
1771	chrVII	YGR118W	726951	+	727903	727127
1772	chrVII	YGR119C	729780	-	727965	729543
1773	chrVII	YGR120C	730854	-	729867	730620
1774	chrVII	YGR121C	733183	-	731309	732787
1775	chrVII	YGR122W	733792	+	735514	734140
1776	chrVII	YGR123C	738269	-	736514	738050
1777	chrVII	YGR124W	739915	+	741774	740119
1778	chrVII	YGR128C	750117	-	747868	749912
1779	chrVII	YGR129W	750351	+	751300	750562
1780	chrVII	YGR130C	753977	-	751219	753752
1781	chrVII	YGR131W	754605	+	755350	754757
1782	chrVII	YGR132C	756503	-	755345	756296
1783	chrVII	YGR133W	756926	+	757630	757116
1784	chrVII	YGR134W	757613	+	761278	757827
1785	chrVII	YGR135W	761314	+	762247	761563
1786	chrVII	YGR136W	762411	+	763402	762635
1787	chrVII	YGR138C	765886	-	763676	765898
1788	chrVII	YGR140W	767484	+	770376	767704
1789	chrVII	YGR141W	770549	+	772068	770734
1790	chrVII	YGR142W	772395	+	773781	772499
1791	chrVII	YGR143W	774725	+	777881	774868
1792	chrVII	YGR144W	780142	+	781461	780393
1793	chrVII	YGR145W	781712	+	783929	781945
1794	chrVII	YGR146C	785155	-	784018	785320
1795	chrVII	YGR147C	786983	-	785936	786766
1796	chrVII	YGR148C	787786	-	787227	787991
1797	chrVII	YGR150C	793094	-	790360	792867
1798	chrVII	YGR152C	795657	-	794620	795434
1799	chrVII	YGR154C	798178	-	796613	798069
1800	chrVII	YGR155W	798507	+	800204	798666
1801	chrVII	YGR156W	800412	+	801876	800607
1802	chrVII	YGR157W	802187	+	805157	802410
1803	chrVII	YGR158C	806085	-	805093	805892
1804	chrVII	YGR159C	807700	-	806262	807568
1805	chrVII	YGR162W	824023	+	827028	824176
1806	chrVII	YGR163W	827495	+	828638	827705
1807	chrVII	YGR165W	829061	+	830314	829295
1808	chrVII	YGR166W	830435	+	832255	830641
1809	chrVII	YGR167W	832402	+	833340	832607
1810	chrVII	YGR169C	835929	-	834597	835676
1811	chrVII	YGR170W	837086	+	840833	837294
1812	chrVII	YGR171C	842574	-	840710	842341
1813	chrVII	YGR172C	843616	-	842722	843387
1814	chrVII	YGR173W	843803	+	844996	844008
1815	chrVII	YGR174C	846353	-	845765	846165
1816	chrVII	YGR175C	848521	-	846754	848225
1817	chrVII	YGR177C	850499	-	848613	850325
1818	chrVII	YGR178C	853443	-	850928	853215
1819	chrVII	YGR179C	854937	-	853601	854748
1820	chrVII	YGR180C	856510	-	855141	856078
1821	chrVII	YGR181W	858212	+	858785	858428
1822	chrVII	YGR183C	859546	-	858705	859322
1823	chrVII	YGR184C	866127	-	859819	865976
1824	chrVII	YGR185C	867552	-	866242	867316
1825	chrVII	YGR186W	867764	+	870116	867969
1826	chrVII	YGR187C	871501	-	870113	871251
1827	chrVII	YGR188C	875162	-	871900	874951
1828	chrVII	YGR189C	878270	-	876550	878285
1829	chrVII	YGR191W	880219	+	882453	880426
1830	chrVII	YGR192C	883849	-	882706	883495
1831	chrVII	YGR193C	885830	-	884389	885600
1832	chrVII	YGR194C	887856	-	885920	887622
1833	chrVII	YGR195W	888776	+	889699	888981
1834	chrVII	YGR196C	892245	-	889626	892027
1835	chrVII	YGR197C	894346	-	892431	894114
1836	chrVII	YGR198W	894656	+	897242	894872
1837	chrVII	YGR199W	897474	+	899861	897673
1838	chrVII	YGR200C	902329	-	899878	902102
1839	chrVII	YGR202C	904748	-	903346	904736
1840	chrVII	YGR203W	905226	+	905872	905463
1841	chrVII	YGR204W	905895	+	908824	906117
1842	chrVII	YGR205W	909083	+	910212	909279
1843	chrVII	YGR206W	910408	+	910824	910655
1844	chrVII	YGR207C	911658	-	910733	911442
1845	chrVII	YGR208W	911863	+	912851	912050
1846	chrVII	YGR209C	913280	-	912830	913085
1847	chrVII	YGR211W	915139	+	916900	915356
1848	chrVII	YGR212W	917036	+	918625	917251
1849	chrVII	YGR213C	919860	-	918512	919431
1850	chrVII	YGR214W	920556	+	921862	920737
1851	chrVII	YGR215W	922124	+	922599	922324
1852	chrVII	YGR216C	924509	-	922595	924266
1853	chrVII	YGR217W	924655	+	930876	924871
1854	chrVII	YGR218W	932242	+	936000	932463
1855	chrVII	YGR220C	936889	-	936001	936679
1856	chrVII	YGR221C	938992	-	937048	938956
1857	chrVII	YGR222W	939923	+	940896	940124
1858	chrVII	YGR223C	942274	-	940796	942043
1859	chrVII	YGR224W	942806	+	944647	942875
1860	chrVII	YGR225W	945038	+	947019	945246
1861	chrVII	YGR227W	947352	+	949161	947545
1862	chrVII	YGR229C	951175	-	949179	950998
1863	chrVII	YGR230W	952032	+	952473	952189
1864	chrVII	YGR231C	953528	-	952321	953321
1865	chrVII	YGR232W	953938	+	954706	954145
1866	chrVII	YGR233C	958399	-	954611	958266
1867	chrVII	YGR234W	959884	+	961371	960200
1868	chrVII	YGR236C	962817	-	962530	962842
1869	chrVII	YGR238C	968687	-	965955	968423
1870	chrVII	YGR239C	970129	-	969088	969930
1871	chrVII	YGR240C	973981	-	970534	973729
1872	chrVII	YGR241C	976748	-	974803	976527
1873	chrVII	YGR244C	979427	-	977924	979205
1874	chrVII	YGR245C	982155	-	979627	981946
1875	chrVII	YGR246C	984301	-	982320	984068
1876	chrVII	YGR247W	984835	+	985742	985045
1877	chrVII	YGR248W	985972	+	986836	986049
1878	chrVII	YGR249W	987782	+	989419	988010
1879	chrVII	YGR250C	993772	-	991065	993896
1880	chrVII	YGR251W	995611	+	996572	995803
1881	chrVII	YGR252W	996797	+	998387	997021
1882	chrVII	YGR253C	999187	-	998301	998945
1883	chrVII	YGR254W	1000890	+	1002388	1000896
1884	chrVII	YGR255C	1004045	-	1002468	1003854
1885	chrVII	YGR256W	1004566	+	1006368	1004661
1886	chrVII	YGR257C	1007409	-	1006128	1007202
1887	chrVII	YGR258C	1010794	-	1007613	1010594
1888	chrVII	YGR260W	1012491	+	1014214	1012686
1889	chrVII	YGR261C	1016786	-	1014208	1016580
1890	chrVII	YGR262C	1017788	-	1016882	1017577
1891	chrVII	YGR263C	1019302	-	1017886	1019030
1892	chrVII	YGR264C	1021904	-	1019397	1021686
1893	chrVII	YGR266W	1022592	+	1025005	1022838
1894	chrVII	YGR267C	1025910	-	1024937	1025672
1895	chrVII	YGR268C	1026679	-	1025860	1026490
1896	chrVII	YGR270W	1026903	+	1031580	1027463
1897	chrVII	YGR271W	1031768	+	1037835	1031987
1898	chrVII	YGR271C-A	1038551	-	1037707	1038331
1899	chrVII	YGR274C	1043116	-	1039809	1042879
1900	chrVII	YGR275W	1043262	+	1043833	1043481
1901	chrVII	YGR276C	1045494	-	1043743	1045270
1902	chrVII	YGR277C	1046566	-	1045606	1046353
1903	chrVII	YGR278W	1046721	+	1048573	1046921
1904	chrVII	YGR279C	1050053	-	1048559	1049902
1905	chrVII	YGR280C	1051759	-	1050696	1051532
1906	chrVII	YGR281W	1052643	+	1057441	1052737
1907	chrVII	YGR282C	1058748	-	1057520	1058483
1908	chrVII	YGR283C	1060067	-	1058911	1059839
1909	chrVII	YGR284C	1061639	-	1060473	1061428
1910	chrVII	YGR285C	1063185	-	1061786	1062942
1911	chrVII	YGR286C	1065050	-	1063653	1064969
1912	chrVII	YGR287C	1069126	-	1067113	1068988
1913	chrVII	YGR288W	1070301	+	1071714	1070457
1914	chrVII	YGR289C	1075813	-	1073806	1075935
1915	chrVII	YGR292W	1076394	+	1078353	1076605
1916	chrVII	YGR295C	1082736	-	1081503	1082483
1917	chrVII	YGR296W	1084795	+	1090668	1085009
1918	chrVIII	YHL048W	6391	+	7650	6621
1919	chrVIII	YHL046C	12285	-	11923	12346
1920	chrVIII	YHL043W	14901	+	15413	15151
1921	chrVIII	YHL040C	21009	-	18836	20956
1922	chrVIII	YHL039W	21731	+	23608	21943
1923	chrVIII	YHL038C	25544	-	23488	25312
1924	chrVIII	YHL036W	26211	+	27955	26342
1925	chrVIII	YHL035C	32854	-	27873	32623
1926	chrVIII	YHL034C	34196	-	33041	33970
1927	chrVIII	YHL033C	36045	-	35197	35826
1928	chrVIII	YHL032C	38587	-	36324	38376
1929	chrVIII	YHL031C	39497	-	38755	39292
1930	chrVIII	YHL030W	40028	+	45743	40250
1931	chrVIII	YHL028W	48241	+	50660	48823
1932	chrVIII	YHL027W	51013	+	53199	51212
1933	chrVIII	YHL025W	54792	+	55952	55045
1934	chrVIII	YHL024W	56482	+	59097	56585
1935	chrVIII	YHL023C	62599	-	59070	62390
1936	chrVIII	YHL022C	64157	-	62867	64037
1937	chrVIII	YHL021C	65919	-	64378	65778
1938	chrVIII	YHL020C	67540	-	66126	67328
1939	chrVIII	YHL019C	69583	-	67627	69336
1940	chrVIII	YHL016C	74244	-	71923	74300
1941	chrVIII	YHL015W	75382	+	76071	75572
1942	chrVIII	YHL014C	77325	-	76050	77118
1943	chrVIII	YHL013C	78344	-	77315	78153
1944	chrVIII	YHL011C	81716	-	80522	81549
1945	chrVIII	YHL010C	83771	-	81692	83539
